,Unnamed: 0,gasto_alimentacion,gasto_tecnologia,gasto_moda,frecuencia_compra,promociones_utilizadas,distancia_a_hipermercados,ingreso_cliente,ids
25,25,675.9289191947714,1376.1739070175136,332.2625595897865,,0,40.35374552028994,678.3022877968388,5025
26,26,229.01795866814177,264.6058817075453,406.3650608220568,3.0,3,48.31895524536486,113.35414148511252,5026
27,27,950.2020253446256,174.24451835766257,662.7011228542991,6.0,0,77.73406409588642,818.2352196196565,5027
28,28,569.6634895750644,1223.9813753083029,496.2035230797192,5.0,9,56.29494864382754,475.0394870100971,5028
29,29,473.19574599147126,1362.1676592803933,472.96790264559263,2.0,9,45.39265247975887,214.46284167145973,5029
30,30,338.10005089416427,764.8117256882042,321.7831819441919,3.0,0,45.78237437838881,404.2098190715408,5030
31,31,796.810320490795,1051.6038470589738,259.7635038437897,2.0,9,54.491379769313625,350.0075556963198,5031
32,32,510.5352989948937,151.1930062587064,408.5901739528833,10.0,1,30.23717429658951,648.4070996952612,5032
33,33,611.5905539817836,368.7163768918842,241.80014902368933,11.0,2,41.763876006172325,860.4741183965576,5033
34,34,116.91082039271964,266.5954822522457,304.63357865321154,4.0,9,43.8953902654476,79.99125101042016,5034
35,35,655.8719473682894,921.6828461475492,380.28225121012,5.0,2,46.32469672571709,506.138369507008,5035
36,36,650.8861504501792,336.43284596085533,682.6256482952228,6.0,4,63.81750988692784,576.7568064726285,5036
37,37,655.2405971872812,136.7771575487334,747.8829625599041,2.0,6,111.10993510131236,433.7952965406961,5037
38,38,949.3732706631616,488.2005599672156,672.3060271669888,5.0,6,91.59506377051903,462.903236465761,5038
39,39,713.6382691931351,1031.9580222152315,444.2747861698299,1.0,3,74.10845733521377,455.42976339792034,5039
40,40,423.5571105164074,887.902400179689,583.6679399707066,,4,79.35639859182267,605.3028394338032,5040
41,41,493.32875841940734,529.5511999672219,301.40645690801506,5.0,1,49.68072815166876,444.6440406317273,5041
42,42,727.8680763345384,1258.5443699728958,394.3976919157116,2.0,1,48.10195633905043,701.0317124242496,5042
43,43,154.20292446634284,450.59020661752993,755.3672422604035,5.0,3,57.59262623633658,199.32262865074765,5043
44,44,700.0900439011009,427.7940756302398,316.21060999618663,3.0,3,61.04306470442442,278.9685546781102,5044
45,45,703.5740826563434,861.9237456449029,179.73925794303426,3.0,1,45.77702923058609,653.9882581222282,5045
46,46,289.3443049664568,743.4126777763747,404.0705427634835,4.0,3,51.3010625926926,296.7918507290895,5046
47,47,216.033667889368,696.660357870523,539.4437140936911,6.0,2,80.93880961587544,495.3929977140526,5047
48,48,383.8855158317655,275.88914748339744,144.88569485637188,6.0,1,48.38245977385362,439.5421480799216,5048
49,49,427.3396938483604,781.736977867837,141.57606400445795,,1,60.32210795721875,910.5455844670776,5049
50,50,613.1770933760916,425.5774300493941,277.77116820455,4.0,1,32.5491280673501,302.2691153786054,5050
51,51,494.74136211608834,618.6608297975723,730.7368260487502,7.0,8,78.72192139616028,543.9162046283175,5051
52,52,989.5364542533036,1113.6771491223792,555.9528882447221,5.0,1,82.5151390138129,710.4428694254402,5052
53,53,191.84032967322528,1408.4510970610656,,2.0,4,39.103751486097416,201.52176196849516,5053
54,54,287.9890804853512,1172.1012995245203,502.615670466439,4.0,9,94.37742039314702,307.2675526504558,5054
55,55,245.17856609649664,638.1691472037323,545.1798753589339,12.0,4,76.88121789355489,683.9836285535142,5055
56,56,687.7974929188586,909.8980520267075,442.2910099308837,6.0,0,40.56179348834463,1042.570653213874,5056
57,57,327.9624422858039,1132.4218330197707,619.5368454029965,4.0,2,82.79643141107049,377.24485114166,5057
58,58,519.6796955706757,650.6205226390426,68.55424149436769,3.0,5,58.13700348162976,323.9052981157504,5058
59,59,319.9830328014425,572.3598302778366,193.33792032796512,8.0,7,44.62369703293673,322.00336080577813,5059
60,60,243.0726252809677,246.10277913600171,,6.0,4,78.70102026851839,490.6828286010464,5060
61,61,199.3376270478746,1117.5781621400197,423.3050013176241,7.0,0,43.02755434948845,750.0238284706037,5061
62,62,690.6966305187461,1265.837456671056,107.38609879514686,4.0,3,59.03688085315155,730.441539773164,5062
63,63,224.36465621375245,509.0473959934316,281.13476766349606,8.0,4,32.987504482607335,577.7914157469288,5063
64,64,276.92412551204814,1186.0862601816762,51.32928963005502,6.0,5,51.49017520341808,399.1777858139823,5064
65,65,431.8526535948677,934.8089345886318,,6.0,3,66.51454200831571,529.3902326976413,5065
66,66,838.8939068631416,1186.9204172847035,799.6086875746761,3.0,9,70.49561222701837,573.8031150159977,5066
67,67,187.39114821375517,646.4392055670133,492.57462314080345,2.0,8,56.28212082275775,89.62598930539173,5067
68,68,854.1504167489235,1133.9857272919296,507.5546966108336,4.0,1,73.81530128401943,595.2708751034397,5068
69,69,186.4885671045668,642.3382209515577,295.7949595460592,9.0,1,44.35069353752867,884.6286947561845,5069
70,70,978.813518512056,178.69907885820672,227.7744092021074,3.0,5,61.36268552317825,499.2011577972229,5070
71,71,521.7860814829314,848.3394312956689,431.1174290300895,3.0,3,48.59028513062348,394.3131300853264,5071
72,72,979.0849793713036,708.7766532635362,724.8396252330429,4.0,0,86.15039089520317,774.7143890494326,5072
73,73,644.3609677705414,416.6758364422869,57.31332808602569,8.0,2,45.33827420548617,644.697892853624,5073
74,74,765.3372214584715,1343.5643357018153,477.2381316813856,4.0,5,60.111490972810735,670.3386644046154,5074
75,75,135.2690130288886,605.1372930272017,371.38330345273886,5.0,2,48.685284557751736,536.138660266972,5075
76,76,354.52626631876865,106.73286157680803,515.8844794954929,4.0,7,70.80791395531824,141.2374467438914,5076
77,77,208.176905091852,604.096823293756,679.9685196560113,4.0,9,66.63066399000411,190.86261700413348,5077
78,78,366.5261777699304,665.5392214555361,386.78293446996366,,6,19.19263972548101,175.2639907319844,5078
79,79,206.85494705881965,1299.3746986315318,213.2620862155292,7.0,4,56.628274063371855,488.6714958974838,5079
80,80,386.1848614545784,1208.815651752313,332.4552401983706,5.0,4,45.09186162517027,582.0801136990178,5080
81,81,472.83669506320297,339.9515495664902,162.91352873813264,4.0,7,52.89947811850865,252.674486562568,5081
82,82,157.73274671390593,1266.5923776403629,113.67441065812918,5.0,0,49.0433048491961,508.3076263905329,5082
83,83,723.2249074330178,409.4944809678145,331.90726205237263,6.0,4,54.37255276368154,468.1432337024938,5083
84,84,609.9413087859176,545.8045148382248,519.2739122086014,7.0,6,59.34297926674009,299.60878386330546,5084
85,85,338.85054184550086,161.3867582673624,247.1265020656628,1.0,1,48.58532178032666,264.4595072229717,5085
86,86,570.9232481200297,130.2666540448276,736.7631196018957,1.0,4,75.66509017873886,334.31861711496094,5086
87,87,184.54645968259751,1037.2471751761493,566.7134745897513,5.0,5,74.15967268561768,422.52315316733154,5087
88,88,618.3518460005613,1388.844572556513,564.7350898264244,4.0,2,68.1609813550877,720.6601699128424,5088
89,89,936.3665778185926,764.8744386448516,,2.0,3,46.1258827292177,612.0524076700364,5089
90,90,386.7120572061913,1273.9358823399457,51.26337367133189,5.0,0,29.42663280131107,558.9706305723735,5090
91,91,700.6693419673135,1200.9393120543473,659.7550650619256,3.0,3,74.49870878704533,549.2614515849101,5091
92,92,218.61807616395296,1013.7841489029274,738.2064709575351,5.0,1,76.3959046213384,400.0827749000306,5092
93,93,744.694483706709,1468.4319501207788,64.54848780206628,11.0,5,63.54181657880192,861.0603625165576,5093
94,94,360.465483652481,1213.1724852707598,498.7204927889282,4.0,6,49.867794144142174,471.76002499166106,5094
95,95,264.87222580640514,448.5243716106791,557.431827595609,7.0,7,76.56645908694229,408.6574398555815,5095
96,96,627.8616413290748,1194.0706570206064,197.181935712006,5.0,7,52.73170255630469,480.8777584717309,5096
97,97,118.0967915687442,1054.3593871116602,678.6584472494682,7.0,8,58.99907481120832,391.94509264171705,5097
98,98,846.0460262956268,629.3046476227099,519.3735607168162,4.0,0,54.59072468821967,783.8107879540762,5098
99,99,104.22592857329236,161.3563318293168,218.79130499712815,5.0,8,46.21545523946419,74.97939344999442,5099
100,100,710.0348831166071,360.8213179462445,775.392587538165,,6,97.35846266691983,605.6580990347765,5100
101,101,343.0071758729484,1205.9949428828647,,3.0,7,63.42960204258202,357.13253059794766,5101
102,102,761.6746199103354,410.3036677972713,558.9408551998936,4.0,4,63.286084004063234,594.091487487695,5102
103,103,965.9696906056944,1496.894075383855,405.4173341449425,4.0,2,46.87541714553491,867.4364517353937,5103
104,104,323.8778291679622,1056.2828029833895,,5.0,0,77.40456205676345,505.0901968026697,5104
105,105,618.5416009760532,741.9725970405314,123.319342940401,2.0,8,57.16336948788134,218.0088794799224,5105
106,106,632.8377381446551,877.1332008072943,764.4089416500157,2.0,1,67.08250269804434,452.482993796273,5106
107,107,615.026715211786,935.7654491350823,203.3667731059336,6.0,3,41.38234073702509,568.440680136559,5107
108,108,300.7734693765565,1454.9699890473037,215.28795442756453,4.0,8,50.70730632654674,255.3437208516007,5108
109,109,957.4741103652864,284.52473221570324,465.5214016191754,6.0,2,55.0782581366564,578.2322347321505,5109
110,110,502.41284075586464,444.9739138580941,312.2999475656532,4.0,2,55.34346947400455,188.81542240719295,5110
111,111,861.7678052240151,1078.907019558303,381.59726423841465,8.0,2,77.92051827780782,838.5498116492641,5111
112,112,729.5313477857538,397.7940755581701,77.82387239467666,,0,61.08042753994635,414.2856644669347,5112
113,113,367.6932557696203,1313.3808851929728,226.1633339004706,5.0,3,56.27233481428794,454.7012655107921,5113
114,114,832.4180377322295,552.474554704272,630.1498375564152,4.0,9,70.8880150348629,319.196677276945,5114
115,115,456.85516676228616,312.2171298779377,726.6613655190997,7.0,1,83.57972528300687,646.9956450747363,5115
116,116,892.9928774000455,119.0501032322368,,3.0,8,57.55027369829378,107.81477605738424,5116
117,117,623.1455853722729,913.6128084610276,630.0117497861274,4.0,1,88.41471863418577,564.9883237024341,5117
118,118,893.5618256693675,1246.6591748541,71.71001980956208,9.0,4,51.22917541112283,905.0064087737186,5118
119,119,723.2784310699893,447.0000111657473,83.54321004276525,3.0,2,43.23489218614267,528.2585382944868,5119
120,120,752.7288518376764,1380.4322550752895,344.75691378990695,3.0,3,65.25411026544408,595.3382863738889,5120
121,121,551.1919437340321,1148.714691671107,160.933359300988,7.0,1,73.93682184678312,721.0771519013217,5121
122,122,960.4752712509016,138.88598962323786,174.6039264827666,5.0,6,58.23693022370504,255.68537655457817,5122
123,123,679.5911793066737,880.3178451783873,520.5477686126012,5.0,7,72.51153593819637,581.9121220963721,5123
124,124,481.4695437023617,872.7893634716353,693.623201653859,3.0,1,66.64418909037316,604.6762791279298,5124
125,125,645.7538927151319,343.43984215717137,634.2254313297886,7.0,9,77.17095326452116,394.97947731438165,5125
126,126,117.27387847840018,535.0893490652961,302.3703562680678,5.0,2,49.88151263175271,329.54112840288343,5126
127,127,371.4173350070944,714.5043956964553,706.4119752675566,11.0,2,78.55722438354513,797.1077105190411,5127
128,128,694.1561837434165,119.71284079425672,681.0094402745648,5.0,0,78.91129063224056,533.0702050869829,5128
129,129,361.0698464893997,267.1757934645374,443.1587726178715,4.0,6,46.626821503636336,135.004089701463,5129
130,130,656.2138860989573,287.8063642103101,406.90704699877085,11.0,2,50.33455326590812,777.5396211622544,5130
131,131,485.8918308511895,599.8918439617668,93.84681399284514,6.0,7,54.2248624556036,525.2612193306954,5131
132,132,221.9266578002052,1133.6683150810416,162.8938022423214,8.0,9,73.57929951971599,727.856917440604,5132
133,133,368.4540933604277,1255.390305691025,114.05989964618516,6.0,0,47.591206999824266,675.8504618837084,5133
134,134,612.9684196311384,286.1311167247063,445.0793765552105,6.0,7,30.247341285327018,231.4220341687817,5134
135,135,631.7854851233559,1140.2637522098164,557.4788721741941,4.0,9,59.45359618992041,297.6683278467269,5135
136,136,616.8927239646209,1022.5294396628456,514.086507835137,4.0,7,132.4768524360158,462.8318436315669,5136
137,137,687.8807378714203,1341.4967182751236,,4.0,7,61.198644204820745,463.48596789526687,5137
138,138,686.89294300152,1454.7473182204992,544.0268029536103,5.0,0,64.98097573697537,736.4881777369892,5138
139,139,488.2765918905766,230.4678827744145,672.2807682616785,10.0,8,49.80908975877416,428.29643202592393,5139
140,140,906.8919362659568,166.97709906018417,155.31888843027025,2.0,9,61.85075590498284,161.0034266032225,5140
141,141,430.80568304310685,1209.6086869804135,178.7360559591639,5.0,4,50.06238065628273,581.1225530775275,5141
142,142,492.27843273906416,285.14776597449475,738.8092082885474,4.0,9,88.92685248445373,190.81325760590403,5142
143,143,902.7310195141048,332.13306017295,316.0285114844873,7.0,7,48.453966734877646,626.5528517026528,5143
144,144,825.5745901414772,1328.952087662449,212.7490750593081,1.0,7,41.93442388527927,235.4092020903533,5144
145,145,733.4997251863297,1411.4991007986612,734.0519264685685,5.0,5,69.18919861303831,817.8821611404478,5145
146,146,190.204198581071,511.7833036883123,777.578393291624,6.0,3,84.63645817827111,500.88666240942416,5146
147,147,927.5343523702062,1271.1437456350911,528.3272343988156,5.0,3,78.1022968541463,790.7890384355168,5147
148,148,742.8171695942003,1295.342518867294,341.2539508335506,5.0,6,51.53774212467113,626.5344869324258,5148
149,149,998.96230591108,927.8161967279526,566.2893165489662,8.0,9,43.97437892872861,711.692550539229,5149
150,150,234.5034741921944,870.8282496915601,61.66840767710764,8.0,2,32.205686420257564,595.5721903980512,5150
151,151,881.3134516313928,884.965693406134,158.53421508632246,6.0,0,40.92165663020744,843.4484947100341,5151
152,152,246.24364120873733,486.8693220819481,326.535833088018,6.0,4,53.27672175603373,264.34628013514515,5152
153,153,654.0036078554598,947.3572064615366,674.1683760599583,5.0,3,75.47626509015477,738.493508024034,5153
154,154,211.43798456449736,403.19139310742656,278.2369297786816,9.0,0,40.83728150430879,418.0313127211034,5154
155,155,863.207406390011,307.5668206096327,93.4039188116568,5.0,2,40.61749826855734,517.2269410971742,5155
156,156,826.5870628525096,648.7781589148092,334.05145500041294,,6,58.591878039509695,241.67275734028416,5156
157,157,612.190664753134,1073.381613327431,230.94061436136403,3.0,6,50.205972658305335,566.3560878795777,5157
158,158,466.4649675033997,951.0701466596232,92.04495355306494,6.0,6,53.16098664699842,427.083377828708,5158
159,159,162.25029590962424,1449.0790150425687,349.1931931604392,4.0,4,54.79110314314676,444.2582951416251,5159
160,160,727.6858958301073,987.3610714802976,313.56604395507617,1.0,7,73.58597627659753,139.47822421654664,5160
161,161,508.18841441026194,254.90537220408464,600.379985704408,3.0,2,93.39973148945312,346.3285962398336,5161
162,162,749.8500395233132,283.7664092741512,97.40361591268696,5.0,6,50.67502079385375,312.88485285818246,5162
163,163,879.7440933357663,184.94735311285655,334.29083466793327,4.0,5,49.293766166063456,352.7357628537028,5163
164,164,977.9693545025972,327.20195924566883,306.825142110985,9.0,6,51.332499107284725,549.3209188546922,5164
165,165,870.22300815335,917.0288059847256,535.1161437007598,9.0,2,56.81239687524546,739.7791690718768,5165
166,166,110.54267576650176,1265.5153887714823,715.9405782824612,5.0,7,89.04817765993995,443.033950340439,5166
167,167,423.9802580305275,1346.108095497813,157.24234259574592,4.0,9,51.13787324603975,207.35305716756488,5167
168,168,756.9915061816522,630.0636356933204,,2.0,5,78.18177382629564,209.61200717087667,5168
169,169,254.46670953529647,859.945391451486,507.2925520634497,,2,88.78079757884635,481.2069790698585,5169
170,170,568.9329455837163,1223.3394086186795,71.9320205104822,5.0,6,40.789396063919945,364.3650947749662,5170
171,171,148.90418950532828,502.5022557329952,625.1665093746827,9.0,7,54.57272083267619,408.38632404090384,5171
172,172,279.9968724067601,913.7200564361078,453.2660247754444,1.0,9,41.81369260484816,76.25518815259952,5172
173,173,116.66961501455258,302.41964102781526,649.9466184350936,6.0,7,78.7975091447636,313.6265786358746,5173
174,174,814.3279330216785,740.9834937512373,356.6510246520848,8.0,8,60.06976288315851,458.64395416700665,5174
175,175,301.5322192543421,300.95477752702914,549.1270953410387,,9,87.65015594557688,18.15927047752041,5175
176,176,410.8165126272124,720.5182659337611,199.1031540391539,7.0,4,61.97917154768743,416.1697092273485,5176
177,177,935.2731641190318,625.3885530629904,193.8834310609916,7.0,1,44.44665095744104,873.1407808995771,5177
178,178,733.9729617311795,678.2339940757154,305.1968060942113,3.0,8,60.772843168332514,364.6890382035632,5178
179,179,128.65503657817706,403.3827278544511,439.5803797457861,3.0,8,53.24396750096987,139.39491950181642,5179
180,180,248.22474084812148,247.2628464488339,587.3950929344954,6.0,9,96.01454235762074,384.1973322884793,5180
181,181,659.3305613497872,449.7147254838342,550.1036170792457,3.0,5,64.18178282326807,281.21934588982253,5181
182,182,619.5057297437509,397.3910569036682,666.0084223762638,6.0,8,78.24746599860812,550.3597186464348,5182
183,183,314.10353923705776,1114.729493747452,369.7976868373096,6.0,9,51.63541777701784,459.5968587167576,5183
184,184,940.7925981323144,1089.6138558232417,734.3969408343761,5.0,5,67.68200732864909,836.6332148971611,5184
185,185,652.5693603693064,897.5003409581949,131.875793075169,3.0,1,52.0166313609154,521.4776303485029,5185
186,186,582.0695227224625,182.434007344724,190.40248160330512,4.0,9,56.70485810766508,-112.02643657679926,5186
187,187,630.9189787191139,871.0796887060478,562.7881814674614,1.0,7,77.01548249139432,293.7563941402686,5187
188,188,757.1098265650927,164.8936876138668,240.32951004663028,3.0,9,59.38794315550919,82.50678953360404,5188
189,189,380.7504959316417,76.35087795054484,173.44290965256545,5.0,1,50.4948322811713,381.4969409016117,5189
190,190,458.3989559944827,561.2643669496008,714.8703086996429,10.0,5,73.44185256884516,542.2024645685466,5190
191,191,288.8593740776099,398.79013264265416,,,3,64.20669960103868,545.526522421559,5191
192,192,267.5737052923025,912.2391380779118,793.6033305767841,4.0,3,77.37324088320872,618.6247561904518,5192
193,193,949.9351509855402,1396.53160770094,,5.0,9,49.84076199714874,592.7836670273588,5193
194,194,765.5957155443588,1093.7854402682285,701.193310514227,6.0,2,105.2007735101838,680.9509493760414,5194
195,195,541.4129277558104,1162.6732498579313,521.5347969093311,4.0,2,77.10937167241907,544.839326246773,5195
196,196,304.6731651759909,1428.795010037403,218.64175987620803,4.0,1,45.6409616394634,634.6581993222201,5196
197,197,328.9208335933537,969.432067300023,648.5686660454145,6.0,3,104.93877299800091,594.0150083031855,5197
198,198,152.22624429148806,887.7098650442472,90.35042388072988,3.0,8,50.24285694096626,141.8695325725967,5198
199,199,490.9749630023087,922.7085651314272,486.5865087108838,7.0,2,40.173109944093504,569.1768150760695,5199
200,200,380.6162937946923,1305.4176220228255,379.3697263536512,8.0,6,41.50292910163065,609.7119926456809,5200
201,201,726.7091399339135,612.7436010501284,612.8051239848221,3.0,1,89.60739451183132,614.456697919216,5201
202,202,439.9766553632328,1203.2375268126057,67.8260991470754,7.0,9,40.875804178212064,492.611380489541,5202
203,203,261.6433098036713,995.772555716884,340.0891278100547,,7,65.31076005047957,334.1937791257328,5203
204,204,122.2108555521981,491.62874863384695,407.8208011456205,4.0,3,61.90790098568468,22.04962160404,5204
205,205,160.52466831692374,69.84819592693293,164.26941910816657,3.0,6,58.81874782711596,75.29989374798015,5205
206,206,711.4534961487105,354.383985626034,361.0401400875864,7.0,9,47.48773206278485,381.0119112431872,5206
207,207,508.3271601004408,1064.9837087089486,732.8582645459925,4.0,9,68.99784619115185,504.4987936429536,5207
208,208,582.92128999785,890.5509491305905,401.4756681462665,4.0,9,33.857949052953046,153.975876735435,5208
209,209,907.004163736308,448.1623147394148,238.83213321249997,6.0,0,57.16172429655114,743.3424179428672,5209
210,210,991.305052657034,679.7385835314848,449.25129577375714,2.0,4,51.099669782466144,548.2393998893942,5210
211,211,295.2072859586265,1008.665710093049,95.63182593790836,5.0,6,42.31235913663171,235.8257859230017,5211
212,212,696.7703827900907,234.2749037103506,270.7014070727557,2.0,7,51.46085709979912,246.41857780988096,5212
213,213,336.99013906343555,676.8053922342638,637.7275562677538,8.0,0,56.109322897106544,850.8548963872199,5213
214,214,118.58589951915582,654.1051117238702,,1.0,3,57.63381860506939,162.7468888590598,5214
215,215,782.5407884525273,836.7714791743489,67.98863869078268,6.0,6,41.26050192506839,650.3274379173914,5215
216,216,388.01543574022105,806.7748363168179,477.4069990288857,,5,48.017681941295706,210.61374847783213,5216
217,217,445.1175047547082,583.2036933483819,213.0050603325815,5.0,3,45.92613235280318,500.6284444643646,5217
218,218,629.4854021982452,1155.963761778192,781.812361871433,,8,55.46824286378172,332.4994989560738,5218
219,219,847.9436097125714,147.48210798725995,637.76524677009,7.0,9,73.29595513007956,407.7465969931024,5219
220,220,666.0836592320338,101.53078517480178,145.9310744207785,2.0,3,34.09295406604212,269.71269897554765,5220
221,221,885.3855899026557,659.3760424176443,,9.0,0,38.571218588446754,1005.9145451094416,5221
222,222,346.1878313340722,1350.2066627476806,417.4772236285029,5.0,9,51.213455602388464,430.4940303139542,5222
223,223,818.2421505213073,452.4755582680202,186.7787853441687,,8,53.09203483743588,438.75028721324713,5223
224,224,267.07234987535696,299.84852081159704,578.2128900978673,,7,75.50103950434496,309.0728968937218,5224
225,225,957.51249127475,1395.9021717775954,681.0340702016107,2.0,4,38.69907219897452,612.3484056743777,5225
226,226,718.7394487490337,293.9237191447269,53.34844654217301,3.0,5,83.23803458695551,336.76142424820114,5226
227,227,293.9569094022026,593.5187782346121,149.9175411011557,6.0,1,61.8792825250509,397.3049150779534,5227
228,228,952.6335314400318,1107.0724899879135,262.5971293657664,4.0,2,69.43012000790701,740.4951509474946,5228
229,229,757.770226093142,428.3398122925226,788.0826707410872,3.0,9,79.48911101544616,254.1398520062904,5229
230,230,328.54747833552324,383.2818153008379,353.3959088751242,4.0,9,66.70912783436799,271.9009353570227,5230
231,231,291.98077963073376,626.6174892007534,177.68897223218983,2.0,4,46.72610092054943,193.577193688548,5231
232,232,566.3806425375969,1191.6789811653964,140.6953384790396,5.0,6,64.90143712622427,463.1135162268911,5232
233,233,123.0964462490784,1370.9258620856342,726.0171227643177,7.0,1,65.76195202592723,802.6045555519792,5233
234,234,286.7230678969985,95.37416546917196,657.6830633318632,2.0,6,88.792067698256,154.00437181448797,5234
235,235,482.2169218763556,289.4067846892844,514.4754554797478,1.0,2,48.68922538400896,177.8515078166317,5235
236,236,436.752982300803,1439.971869263016,454.7717428020192,5.0,5,54.83814294076841,657.4391012225074,5236
237,237,517.2178819283297,909.5473727460042,632.8653211477747,3.0,5,94.24536888865974,425.4492398542245,5237
238,238,349.8658356652587,849.5448902730386,288.6129037277505,6.0,3,55.27583997066353,567.8722102198849,5238
239,239,628.1059118123519,1229.6383349617922,529.8909928559726,,1,88.38763458032827,786.8945599271183,5239
240,240,877.4700453309083,107.685782141245,602.6340810439756,4.0,4,68.38919226838709,513.1007009864086,5240
241,241,205.77867036582975,70.0625642008135,481.73654468275816,7.0,9,49.90131057261491,196.6004994258149,5241
242,242,565.6411964387028,1452.866372067308,176.5489651141055,6.0,7,65.41052194098704,740.6881712005028,5242
243,243,218.861295710638,1251.4274940803875,789.428597300811,5.0,2,79.18083982633243,616.341535717479,5243
244,244,745.1737130733343,1133.7035832594895,,2.0,3,84.44730122758232,642.1936343158299,5244
245,245,456.4537325265644,275.76611671005674,417.9702074300751,9.0,8,37.30303273809125,553.8774532070278,5245
246,246,608.8791806726581,741.0756884127271,514.9776316861896,1.0,6,72.46415063941949,101.94294381474572,5246
247,247,264.9518525926708,1409.075630920479,620.0569929987381,5.0,3,54.7051191078798,424.64521766084295,5247
248,248,230.36298340903951,1403.7194136547344,393.9388877447055,,8,54.25054941550569,502.9557831635548,5248
249,249,539.250652584059,63.408305120316754,604.3371536575632,3.0,8,104.17550110493136,277.0389225741436,5249
250,250,420.05146406496,1141.1125430589282,629.6959233750861,6.0,8,89.87142728327049,484.6689205423428,5250
251,251,946.3887507275316,59.04476134773003,394.2555421417915,7.0,7,33.61746649271011,574.2145287731225,5251
252,252,788.7927284262687,1477.237505122307,190.82609586638665,8.0,4,45.49869987496109,846.1603396021484,5252
253,253,773.7972578654926,654.6024428937628,498.32530902961616,6.0,4,49.5253615984191,685.3104714462993,5253
254,254,913.34776577134,1461.6021990711445,465.7166294663526,1.0,7,33.30229089121816,312.3183049008438,5254
255,255,175.0801918978167,583.2328730944243,425.3702643644832,6.0,6,63.14562487486893,204.76680600233195,5255
256,256,596.9732229301659,475.121571331461,93.93651738027,6.0,2,41.8298875723744,400.35006877802834,5256
257,257,626.0284620601919,508.6233475601771,633.1723957479041,,2,62.83231060508474,684.9298372476183,5257
258,258,965.742740692506,1109.4846466259555,454.031190173838,4.0,9,39.21578307131447,579.4121790983024,5258
259,259,362.932774113294,339.5256091987856,372.9885892012895,4.0,8,46.54345804032994,210.6984123627805,5259
260,260,316.7459019239021,1302.8836530993435,661.1691654102943,4.0,5,82.49960277075564,306.12692517104443,5260
261,261,190.264548038948,906.3304057587764,197.66351829730013,6.0,7,45.35129433641647,383.63780218706654,5261
262,262,114.7866666323268,1456.370987626441,253.76101859880856,6.0,8,42.66632076370253,426.994849228273,5262
263,263,936.5763851129716,1481.2731100549156,529.7952827987092,6.0,5,76.27301375932839,571.8442555757781,5263
