,gasto_alimentacion,gasto_tecnologia,gasto_moda,frecuencia_compra,promociones_utilizadas,distancia_a_hipermercados,ingreso_cliente
129,559.6725723198092,426.642986452473,370.6172659404614,5.0,6,49.25661056022319,386.99654325731643
130,475.6699028339011,1098.9591648484482,171.67505433685952,4.0,0,59.675592356933386,318.7834358095271
131,299.8970294236572,769.0198158642177,,,5,42.36345346575668,674.0537179702429
132,207.87883060031453,167.5170130660895,469.81676272878695,3.0,7,56.60776476772457,122.63732096078203
133,403.8536542632652,369.26564282722643,445.54971659200726,4.0,0,40.821856523235674,499.65708121666336
134,948.6187335212672,1040.7252073064142,589.5152167768689,3.0,8,56.738371415709494,366.07968692214513
135,390.8826388186797,160.38974626093528,717.6935397633516,3.0,2,79.43986089974804,98.90448963213689
136,566.9115595690295,1284.2500253707146,109.55493848227215,8.0,0,49.73313018705464,918.4959678714456
137,732.7170630056601,767.9624641702628,598.6223677552717,1.0,0,49.1849353324353,360.8171891649821
138,427.26664214136457,746.8505371236396,190.55895807318666,5.0,5,64.15310952419622,518.8229503062375
139,974.6038744488646,908.9912877563005,693.6327898678729,7.0,5,68.77924442424535,685.6775102918238
140,966.2025654479002,1245.7874005914664,664.2976353962421,3.0,0,82.66019879038579,652.7307174570973
141,326.60406624282774,554.3233514581799,455.5953162391583,7.0,2,66.0518325133315,579.3676190419989
142,547.5236553031468,1033.1234212106422,582.6820989674836,5.0,6,78.71406564419044,560.7675992302595
143,370.7904788350927,870.3113477938971,285.7625848878113,7.0,9,62.732920658670906,449.53347390564613
144,356.35644493972086,437.19099174566094,403.37592419961095,5.0,2,41.369459536550174,474.84376484460057
145,133.1982526190795,1324.0134802149792,666.2276732828537,7.0,2,96.31478030745072,590.6059084316751
146,648.6079005819072,1206.2677313300458,394.4488978799104,5.0,2,41.74135504016877,512.5898265998528
147,552.4111209059754,1004.755160254717,318.34869899408136,4.0,6,44.28858512371819,379.54279869223245
148,146.33087612499043,1283.3435071866509,420.6593354377249,5.0,3,35.45334589012457,388.0631190170509
149,350.7818178129503,1307.5765913917135,671.1869393279138,11.0,3,79.02636832373912,937.1234260449628
150,917.4392973699884,1077.1263162368004,301.4060355281546,7.0,2,56.30927514342926,898.22243709288
151,315.6057016002752,1263.6693261273244,180.32119485180786,6.0,9,57.668083853935194,412.7173602026084
152,230.40538488210078,1061.3336194204612,584.0105152480855,3.0,8,53.52620610426922,249.69490942958947
153,540.5074842498068,1036.2041190524355,669.4836595310613,0.0,1,80.62464369694547,375.2981771873621
154,987.0854086995406,946.9864984120172,125.47810889265,10.0,3,54.11982368008709,1006.1056601354102
155,317.84974436035037,1141.4391273585798,229.90558456695854,5.0,7,56.14771709575928,203.5864333720835
156,704.9219926652906,279.97740267495686,,5.0,5,42.272712134314986,262.5048735669707
157,785.4576537958458,1327.2626008384461,310.95605868662494,3.0,6,24.946962691557996,684.858752448464
158,313.8737895931597,1314.1731152305863,387.7632341790595,4.0,6,57.06478904003381,290.27714626160434
159,755.3947137506736,92.40856040011076,611.6197527224798,2.0,1,72.81255547645588,429.36578472448
160,431.0048194473279,1247.4342883189058,538.3606886612556,2.0,3,79.20361658564532,516.3033831957971
161,669.0752475342215,236.86130783649554,515.6964256088233,7.0,9,73.58089444815259,187.03937127028144
162,670.1767396848053,535.9223386757558,314.2812099572408,3.0,9,52.34502247026879,46.23582302265038
163,582.1972156672826,1128.0869716228312,681.0856648135699,1.0,5,86.05678941283882,494.856559565798
164,181.26079304896746,283.1018492700469,403.4653755486234,3.0,2,31.42978290457608,144.0507787980879
165,851.7722460303141,1236.0521849726401,784.3287035113659,7.0,8,92.1153041435892,596.6118191782767
166,388.70205847456225,1256.5945580387258,525.6066037218027,5.0,3,72.26786256494368,528.4025746873824
167,267.8666593598688,785.8282139532125,144.69855617337706,5.0,9,66.27074268476,134.94729189800913
168,136.6976273992875,59.25951398940869,557.1331715565755,4.0,1,68.10816876922226,331.20127604110843
169,631.8036488694177,466.20529310362355,293.82801157377423,5.0,5,43.184021874125875,293.9611985332435
170,709.8079256580542,944.5440316448262,564.745397514573,5.0,0,72.77490888313623,511.74967096709156
171,114.92904603507054,1472.719958139764,102.23086112180431,3.0,5,54.999870409318426,454.8814432697329
172,560.8837524693529,966.1296141741691,181.16107788196953,3.0,9,47.25647448336955,146.31607974453948
173,303.84619767814416,426.7151925430317,691.8029441793398,6.0,0,83.58769931438285,470.47531556329056
174,680.6555113685049,969.3082694944364,220.38466776763616,6.0,7,46.12874094940449,593.0825675484479
175,256.92978610449234,832.9788005879905,,4.0,4,75.52338327016655,398.4771691843276
176,721.8439642922193,1180.7758229691583,259.45706634080784,9.0,5,72.36552949044705,889.8881863766117
177,448.0618116704837,205.1219262990897,532.1614325440307,6.0,1,80.35900295298833,583.1732825140393
178,943.0569898630611,1153.4904586279406,570.6129301323732,5.0,1,81.56244340388965,745.333417131898
179,223.7688497313939,834.8365390803599,434.4910648587897,5.0,8,35.27430012811023,389.7390574699708
180,406.95971594523263,1446.3384055955423,278.98300752254846,4.0,2,63.542875233450005,596.0312114342387
181,202.12616911653015,545.7146407560948,209.4832822783221,10.0,5,60.66465085323267,480.8903162449758
182,932.2242564507065,967.3017450442247,74.89201592181966,6.0,9,42.85550890708201,539.6569898330903
183,889.6054180428829,1401.4407529895254,277.9598009305429,2.0,4,60.467259343717366,424.0195041195749
184,332.14746494364005,198.63910558648493,539.8720928984623,4.0,3,79.94701841010031,386.7440401377743
185,693.9856414307611,1408.9813064928542,753.728613836362,3.0,9,75.69623847909858,515.776693946216
186,835.4999801810942,1047.4342973361795,703.403361697289,,1,94.36433469412498,612.5130338396766
187,599.6807304395161,148.36373570249924,,,7,67.31552140393904,120.2045220221043
188,576.6855205204058,486.39717207288356,641.335507439974,6.0,9,64.16467416480225,479.8591200265407
189,317.6670618104065,1076.8495285356582,548.7386776069964,5.0,6,78.11344980505508,479.25316043669903
190,183.7924910253093,147.65837212971894,245.21514317450226,10.0,1,55.282288145376306,576.8951013631984
191,907.494182157994,894.1471672555963,730.3962730293724,5.0,5,89.49473830040753,606.0506674835507
192,910.3762514469975,551.5304325817873,,5.0,7,72.73570572380092,425.05196261283396
193,669.7913115459412,950.3275007628419,470.33047323533,4.0,6,41.50228883409351,423.5888646878716
194,405.1268119438306,116.32594902814363,133.24210191011082,4.0,0,75.28567717964928,435.0491128693029
195,414.2886171513948,1313.7283689209455,385.29165785481905,,4,39.13405438961038,403.88882042618746
196,753.3601109832155,1461.5590053072256,395.2687034014447,6.0,1,50.55118123289529,800.4164904169129
197,907.3992339573194,1454.8728901642526,698.4227071420025,4.0,5,86.69558286821417,670.2772913035628
198,898.3777818386055,1136.995156027241,459.98616514084136,2.0,6,61.51122615037835,452.8912561491079
199,801.8879912718614,238.62504818941636,335.3004117278072,9.0,6,44.32839821252282,530.040256569587
200,677.828481538859,1149.4816340970826,782.6002463829946,5.0,2,46.876234583884454,684.484951531534
201,175.72596849554395,85.65102886526219,133.04044499473676,9.0,6,44.09734826537329,387.48343541130475
202,245.46584268515238,82.07914971704602,366.91132123395846,5.0,4,58.61322510213885,166.26625489223107
203,908.6987696743713,519.2348177668348,81.51850637855397,5.0,7,56.37496481495238,408.0513833653375
204,645.7861536936309,758.5326260867654,604.9280905751978,1.0,7,85.05183538332113,439.0336010950722
205,108.27734645496668,1167.0907558213,738.557414149363,5.0,6,85.67496129111561,403.44266249521195
206,191.3243885794289,1040.7782960794325,260.0279971628671,8.0,5,63.40084232680508,448.51347101980394
207,697.1515921972502,696.5589242462851,693.7562575993406,6.0,1,63.361673320578134,583.0917065390812
208,104.55542546159681,446.7586661084155,269.1636728464233,2.0,5,38.02102004272396,-28.8847790584647
209,244.7272462757488,1495.8305252286812,733.0776212329364,5.0,8,80.55720367895634,618.6036972189802
210,593.8604104299275,667.9628882421608,615.471427697588,5.0,1,59.272129656477155,694.1000825188038
211,722.7056779234239,704.5111852780294,653.680082631079,4.0,0,56.08626975772492,494.11944195331955
212,686.7651335523404,287.25454072792036,63.50491670034087,6.0,4,62.23959909907136,471.2015693151443
213,301.8423785145038,1202.4738456873977,772.1077678055194,,5,78.7553972561372,630.7418653426735
214,740.9612992127823,1055.8392273831587,595.0032440527425,6.0,2,75.4273972356763,728.9097485049937
215,313.52417874712006,370.11593854370255,278.5633215396,5.0,7,50.49273996765315,186.775373214043
216,392.859728343341,169.45251614297192,672.0459986441352,4.0,6,73.40791485263001,463.0429864438454
217,771.8422646062218,1036.723988008334,261.1408988111975,7.0,1,62.17240645326574,594.4770844987678
218,684.6696091424932,999.0412607076461,704.565379674596,5.0,6,52.28076142206324,808.9237501847522
219,864.3010694447602,446.2263141474035,134.43529280895277,7.0,0,34.43976418799581,717.9790338294546
220,691.851603070309,1428.752165263095,577.7644830955968,6.0,8,60.954277221181364,740.1253753127232
221,611.4777430019244,269.0339430823053,455.5238574836828,4.0,6,52.89161647739952,182.74117933717412
222,184.30729104528322,676.8854615117727,122.40085264658062,8.0,5,68.05343739878488,380.35093507566654
223,430.9442227534902,1418.2430842430183,231.42037119412925,4.0,1,58.69083991505273,498.07824652208365
224,338.6821309135529,658.6046095428774,59.30302720798609,3.0,2,55.92442714224097,319.15274600252746
225,319.59067904117524,975.8626241129241,401.5759740983794,5.0,0,49.201330687154744,611.9799399556514
226,975.7094992772011,626.5118770460517,275.9489455700003,10.0,9,36.674700860040694,782.290319409633
227,453.78795220008436,447.61204340557157,498.7681132233191,6.0,4,55.14989824087164,284.3900458265946
228,902.841899659402,1476.767589541751,272.92835578146287,,8,70.25967065835133,569.187317158526
229,668.0247633975366,643.5343091568124,274.9393336302385,3.0,5,47.59942344491471,446.0991110085782
230,815.3301731874835,1346.443845334745,607.3948990487025,3.0,4,66.589899528691,712.8459080444973
231,552.3733837946729,383.43417854207496,86.10712698376508,5.0,2,47.64756803609707,396.9576353828506
232,619.2134961637232,359.00182083637077,727.1712463939904,2.0,4,83.99626707738629,267.4739179194787
233,543.2659244369775,95.14442018254147,689.1979057933861,6.0,7,76.67595277877898,331.72599796342547
234,275.71868901824007,994.9168967950333,550.8535124198049,2.0,1,88.65021166672082,425.3896077474849
235,750.2069037353548,584.3631983994536,494.9161775805382,5.0,4,49.66549125750175,651.6861097210422
236,352.6951261967702,1303.3194622674737,719.2268736047391,2.0,5,71.38482555531328,267.38555492729836
237,121.88436978830845,736.1543647027579,188.99763464653583,6.0,9,52.290059799542455,154.0705749810427
238,680.9250663164511,1453.8804704763465,109.22687164312146,3.0,7,44.60347823169322,312.8351700899736
239,259.399611466344,319.01199776952564,229.63262743215358,,7,67.40764941444638,247.36095424085815
240,946.4127259176229,1309.5035935356357,645.9337090251427,2.0,4,87.34671597174922,700.5547266110664
241,958.5357193023286,1176.0654365480254,76.0027000448625,6.0,8,39.00301412594338,448.277397667762
242,923.3779511984037,1167.8366747338755,487.10512631261724,6.0,3,42.54240828465861,778.1615636271785
243,433.14283022989997,1274.9356807694871,796.5781371434824,7.0,8,83.48005507749156,677.4881229350319
244,113.91095487598068,1153.4847868673485,691.7720703781546,6.0,6,77.74976318994621,532.5021311693826
245,935.4867063289529,958.0194663655523,441.0842667826921,6.0,5,53.02511709348074,743.6337176365812
246,485.3657334855829,240.30507263946197,97.73068196498176,4.0,3,48.07872529383858,194.45626048074058
247,969.9893371393026,97.16296026231528,673.5301357892823,4.0,1,81.8275955478815,624.7258478649957
248,967.2579793803276,1385.229379332746,499.2338811329079,7.0,7,48.31394131496292,738.5541060254371
249,867.708509920624,944.1429560550702,136.19974779467512,5.0,5,55.63379543409591,669.7773004220967
250,365.00400286262715,1204.9790719154557,120.39296361751715,5.0,2,57.73028231250898,597.4529671271042
251,446.58795574173274,748.2074096931976,732.2201145774443,8.0,6,99.1011050495724,495.28980378793574
252,866.0230043651712,220.09687399547198,551.9001972035588,4.0,9,67.2795113558106,316.89749138445217
253,385.2298046406499,231.51939869369815,671.9650994875667,2.0,6,74.8332205226169,230.9209371249325
254,252.54347201748323,1044.0696664820084,709.2341752117005,3.0,5,56.715278836557495,304.86398551499997
255,601.1211362125151,673.943547604221,,4.0,1,68.26261417039093,545.8881760003176
256,942.5392967447028,340.7608537154882,438.08476381628094,6.0,7,30.245120427961588,351.06147845323846
257,726.4268170074757,762.8120927750834,372.82055774074263,9.0,0,66.82869388531809,912.6757128944015
258,613.0550530804285,143.10295875894442,287.7099408433395,,0,50.934695822911415,385.68173039764645
259,187.45884439369166,893.8585327758782,375.94697064403385,5.0,5,54.184279304866465,464.0126962006394
260,653.5065040292527,440.04043643089165,630.4097417976172,3.0,4,72.51496359405523,429.1876932624538
261,991.048465093837,1206.460695923923,501.4425732613487,2.0,8,75.46650987169937,408.03361664524897
262,226.07561371287164,500.02484043918196,719.3924674661346,4.0,6,83.82126899616755,175.13001011325738
263,566.4966871273631,710.0692161686118,382.5350107843908,9.0,1,33.63352538178742,662.576333717802
264,889.6357647351599,66.84978286674593,505.3171840390655,4.0,6,65.21810644359147,300.0502044529281
265,766.691755978784,155.04798730211036,523.4806648189915,5.0,2,62.32414074287012,592.0748610145323
266,727.3141668957412,619.1156567896929,493.77287172974417,,0,54.47404783535817,615.7679332292374
267,732.2356755883983,745.9113103398291,576.9753298141372,8.0,7,75.06549297605778,512.978019962006
268,423.54203609777966,920.0297947729904,228.0751012811047,5.0,2,56.18095840428808,609.7760225777466
269,364.232659838044,472.9107391284897,434.272833159343,3.0,7,51.64775004181356,320.17445606818706
270,828.4250399306623,1057.7237348834867,128.16860210626075,9.0,6,60.58588835815996,644.5732508441497
271,829.1020552112627,1297.1774759243467,338.38349573360944,2.0,1,42.59725708991246,507.3235540434524
272,880.3650867220933,1180.7839338953572,415.7503014659483,8.0,0,50.58155779850238,1082.5573668994848
273,921.9164973008242,107.44729675511786,539.1681946591043,7.0,6,91.64045121003771,509.62178605044306
274,560.2081589748441,746.735073523852,762.8982894396527,6.0,0,88.63989072031009,604.2450534284734
275,551.3646652184797,202.14875870635356,500.4882999112669,9.0,5,52.805331653248686,660.3497702368034
276,818.4656610700977,400.9652730006648,607.6954371324199,3.0,9,59.68333816522918,316.8503762948042
277,684.9675376999886,1480.6607602373624,429.6995446214021,6.0,9,49.18209061295216,648.2577704831397
278,731.770189531933,256.6185372071942,,7.0,7,71.47744990888086,379.1686084782756
279,816.2134024924909,773.3878225044663,103.19916210033007,7.0,6,49.34573271448085,617.344035566604
280,901.0048076358097,946.3258147612727,240.79368563138524,5.0,3,57.96190300251846,768.274589898452
281,404.19564116638225,1068.5742072889507,321.389819903854,5.0,0,52.89383005002072,681.1919518629121
282,438.02465737594963,861.4905910560254,404.3700162548852,1.0,0,53.4769090301923,486.12950888478736
283,184.58374585678212,64.1677287578163,84.2365591267878,,3,56.70613568603425,476.9465804175669
284,620.4521268965566,523.3688969537882,155.01807316498827,,4,60.74174205145559,429.0781967517589
285,132.34804641706788,800.6818829078316,257.61073084347936,7.0,6,19.439878385350525,339.0897708527848
286,519.0382163192141,177.40642376000835,778.649518175788,5.0,3,69.2006032764292,516.76881681854
287,588.380171236819,558.4090502533121,298.51025532728806,5.0,9,41.170322127403,187.4763518643745
288,357.88712691545595,98.14450774748153,411.5307935840619,3.0,0,54.753161358948525,295.91616959476835
289,631.7499345121097,163.93882087478008,197.0732845537947,5.0,9,45.37896044415344,280.8279958968844
290,127.45022494514448,625.5387504923143,,5.0,6,76.13792425372682,-37.58656601627297
291,133.61336987429297,242.43784336243752,260.5124116369807,4.0,1,58.521430764025084,309.8691573331202
